question,RII2000,RII2001,RIII&RIV2002,RR2006,RR2007,RR2008,RR2009,RR2012,RR2014,RR2018,conflict
在94年1月到12月之中，您的配偶是否曾經領取政府失業保險金?,,,,C06B/在94年1月到12月之中，您的配偶是否曾經領取政府失業保險金?,a28a/在95年1月到12月之中，您的配偶(或同居人)是否曾經領取政府失業保險金?,a28a/在96年1月到12月之中，您的配偶(或同居人)是否曾經領取政府失業保險金?,a28a/在97年1月到12月之中，您的配偶(或同居人)是否曾經領取政府失業保險金?,,,,
在去年之中，您的家庭是否曾經得到政府的兒童托育補助?,,,,C07A04/在去年之中，您的家庭是否曾經得到政府的兒童托育補助?,d06a04/在去年之中，您的家庭是否曾經得到政府的兒童托育補助?,c06a04/在去年之中，您的家庭是否曾經得到政府的兒童托育補助,c06a04/在去年之中，您的家庭是否曾經得到政府的兒童托育補助?,,c06a04/在去年之中，您的家庭是否曾經得到政府的兒童托育補助?,,V
在去年之中，您的家庭是否曾經得到政府的榮民就養金?,,,,C07A06/在去年之中，您的家庭是否曾經得到政府的榮民就養金?,d06a06/在去年之中，您的家庭是否曾經得到政府的榮民就養金?,c06a06/在去年之中，您的家庭是否曾經得到政府的榮民就養金,,,c06a06/在去年之中，您的家庭是否曾經得到政府的榮民就養金?,,
在去年之中，您的家庭是否曾經得到政府的身心障礙者補助?,,,,C07A07/在去年之中，您的家庭是否曾經得到政府的身心障礙者補助?,d06a07/在去年之中，您的家庭是否曾經得到政府的身心障礙者補助?,c06a07/在去年之中，您的家庭是否曾經得到政府的身心障礙者補助,c06a07/在去年之中，您的家庭是否曾經得到政府的身心障礙者補助?,,c06a07/在去年之中，您的家庭是否曾經得到政府的身心障礙者補助?,,
在去年之中，您家庭自政府得到的補助總計大約是多少?,,,,C07B/在去年之中，您家庭自政府得到的補助總計大約是多少?,d06b/在去年之中，您家庭自政府得到的補助總計大約是多少?,c06b/在去年之中，您家庭自政府得到的補助總計大約是多少?,c06b/在去年之中，您家庭自政府得到的補助總計大約是多少?,,c06c/在去年之中，您家庭自政府得到的補助總計大約是多少?__元,,
請問您(和您配偶)過去一年裡，支出人壽或商業醫療保險__元,,,,C09A/請問您(和您配偶)過去一年裡，支出人壽或商業醫療保險__元,d09a/請問您(和您配偶)過去一年裡，支出人壽或商業醫療保險__元,c09a/請問您(和您配偶)過去一年裡，下列各項支出情況:人壽或商業醫療保險__元,c09a/請問您(和您配偶)過去一年裡，人壽或商業醫療保險__元,,,,
請問您(和您配偶)過去一年裡，支出家俱與家庭耐久設備__元,,,,C09B/請問您(和您配偶)過去一年裡，支出家俱與家庭耐久設備__元,d09b/請問您(和您配偶)過去一年裡，支出家俱與家庭耐久設備__元,c09b/請問您(和您配偶)過去一年裡，下列各項支出情況:家俱與家庭耐久設備__元,,,,,
請問您(和您配偶)過去一年裡，支出紅白帖費用__元,,,,C09F/請問您(和您配偶)過去一年裡，支出紅白帖費用__元,d09f/請問您(和您配偶)過去一年裡，支出紅白帖費用__元,,,,,,
您和您的配偶發生意見不合後，通常怎麼解決?(可多選):彼此不說話,,,,D04Z02/您和您的配偶發生意見不合後，通常怎麼解決?(可多選):彼此不說話,,,,,,b25c02/您和您的配偶(同居伴侶)發生意見不合後，通常怎麼解決?彼此不說話,V
您和您的配偶發生意見不合後，通常怎麼解決?(可多選):由第三者(如長輩，親友)協調,,,,D04Z05/您和您的配偶發生意見不合後，通常怎麼解決?(可多選):由第三者(如長輩，親友)協調,,,,,,b25c05/您和您的配偶(同居伴侶)發生意見不合後，通常怎麼解決?由第三者(如長輩，親友)協調,
現住地址,,,,Z04B/現住地址,x05/現居地址,x05/現居地址,x05/現居地址,x05/現居地址,x05/現居地址,x05/現居地址,
請問您是(陽曆)__月出生?,,,,,a02b/請問您是(陽曆)__月出生?,,a02b/請問您是(陽曆)__月出生?,,,,
整個來說，您最近這陣子的生活過得快樂嗎?(1代表很不快樂，7代表很快樂),,,,,a03a/整個來說，您最近這陣子的生活過得快樂嗎?(1代表很不快樂，7代表很快樂),a03a/整個來說，您最近這陣子的生活過得快樂嗎?(1代表很不快樂，07代表很快樂),a03a/整個來說，您最近這陣子的生活過得快樂嗎?(1代表很不快樂，7代表很快樂),a03a/整個來說，您最近這陣子的生活過得快樂嗎,a03a/整個來說，您最近這陣子的生活過得快樂嗎?,a03c/整個來說，您最近這陣子的生活過得快樂嗎?,V
請問您目前的主要工作與97年1月的主要工作有何不同?97年1月後才開始工作,,,,,a06z02/請問您目前的工作與95年1月的工作有何不同?95年1月後才開始工作,a06z02/請問您目前的主要工作與96年1月的主要工作不同是否96年1月後才開始工作,a06z02/請問您目前的主要工作與97年1月的主要工作有何不同?97年1月後才開始工作,a06z02/請問您目前的主要工作與100年1月的主要工作有何不同(02) 100年1月後才開始工作,,,
請問您目前的主要工作與97年1月的主要工作有何不同?工作內容改變,,,,,a06z03/請問您目前的工作與95年1月的工作有何不同?工作內容改變,a06z03/請問您目前的主要工作與96年1月的主要工作不同是否工作內容改變,a06z03/請問您目前的主要工作與97年1月的主要工作有何不同?工作內容改變,a06z03/請問您目前的主要工作與100年1月的主要工作有何不同(03) 工作內容改變,,,
請問您目前的主要工作與96年1月的主要工作不同是否工作地點改變,,,,,a06z05/請問您目前的工作與95年1月的工作有何不同?工作地點改變,a06z05/請問您目前的主要工作與96年1月的主要工作不同是否工作地點改變,a06z05/請問您目前的主要工作與97年1月的主要工作有何不同?工作地點改變,a06z05/請問您目前的主要工作與100年1月的主要工作有何不同(05) 工作地點改變,,,
請問您目前的主要工作與96年1月的主要工作不同是否沒有改變,,,,,a06z06/請問您目前的工作與95年1月的工作有何不同?沒有改變,a06z06/請問您目前的主要工作與96年1月的主要工作不同是否沒有改變,a06z06/請問您目前的主要工作與97年1月的主要工作有何不同?沒有改變,a06z06/請問您目前的主要工作與100年1月的主要工作有何不同(06) 沒有改變,,,
請問您目前的主要工作與97年1月的主要工作有何不同?其他,,,,,a06z07/請問您目前的工作與95年1月的工作有何不同?其他,a06z07/請問您目前的主要工作與96年1月的主要工作不同是否有其他不同,a06z07/請問您目前的主要工作與97年1月的主要工作有何不同?其他,a06z07/請問您目前的主要工作與100年1月的主要工作有何不同(97) 其他,,,
您這份工作的公司約有多少位員工(包含受訪者本人)?,,,,,a09b01/您這份工作的工作地點是在那裡?,a09b01/您這份工作的工作地點是在那裡?,a09f02/您這份工作的工作地點地區碼,a09b02/您這份工作的工作地點是在那裡?地區碼,a07b/您這份工作的公司約有多少位員工(包含受訪者本人)?,a08b/您這份工作的公司約有多少位員工(包含受訪者本人)?,V
您這份工作的公司約有多少位員工(包含受訪者本人)?,,,,,a09b01/您這份工作的工作地點是在那裡?,a09b01/您這份工作的工作地點是在那裡?,,a09b02/您這份工作的工作地點是在那裡?地區碼,a07b/您這份工作的公司約有多少位員工(包含受訪者本人)?,a08b/您這份工作的公司約有多少位員工(包含受訪者本人)?,V
您這份工作收入是按小時，按日計酬支領收入?,,,,,a10a01/您這份工作收入是按小時，按日計酬支領收入?,a10a01/您這份工作收入是否按小時、按日計酬,a10c01/您這份工作收入是按小時，按日計酬?,,a08c01/您這份工作收入是按小時，按日計酬?,a09b01/您這份工作收入是按小時，按日計酬的?,
您這份工作收入按小時、按日計酬，每月平均約__元,,,,,a10a02/您這份工作收入是按小時，按日計酬，每月平均約__元,a10a02/您這份工作收入按小時、按日計酬，每月平均約__元,a10c02/您這份工作收入是按月計酬?,a10c02/您這份工作收入是用什麼方式領的 (2) 按月計酬,a08c02/您這份工作收入是按月計酬?,a09b02/您這份工作收入是按月計酬的?,V
您這份工作收入是按小時，按日計酬，每月平均約__元,,,,,a10a02/您這份工作收入是按小時，按日計酬，每月平均約__元,a10a02/您這份工作收入按小時、按日計酬，每月平均約__元,,,,,V
您這份工作收入是按月計酬支領收入?,,,,,a10a03/您這份工作收入是按月計酬支領收入?,a10a03/您這份工作收入是否按月計酬,a10c02/您這份工作收入是按月計酬?,,a08c02/您這份工作收入是按月計酬?,a09b02/您這份工作收入是按月計酬的?,V
您這份工作收入是否按月計酬,,,,,a10a03/您這份工作收入是按月計酬支領收入?,a10a03/您這份工作收入是否按月計酬,a10c03/您這份工作收入是獎金，分紅等不固定的收入?,a10c03/您這份工作收入是用什麼方式領的 (3) 獎金(不含年終獎金)、分紅等不固定的收入,a08c03/您這份工作收入是獎金(不含年終獎金)，分紅等不固定的收入?,a09b03/您這份工作收入是獎金(不含年終獎金)，分紅等不固定收入?,V
在正常的情形下，您這份工作平均每週大約工作幾個小時?,,,,,a11a/在正常的情形下，您這份工作平均每週大約工作幾個小時?,a11a/在正常的情形下，您這份工作平均每週大約工作幾個小時?,a11a/在正常的情形下，您這份工作平均每週大約工作幾個小時?,,,,
請問您這份工作做了多久了?__年,,,,,a11b01/請問您這份工作做了多久了?__年,a11b01/請問您這份工作做了多久了?__年,a11b01/請問您這份工作做了多久了?__年,,,,V
請問您這份工作做了多久了?__月,,,,,a11b02/請問您這份工作做了多久了?又__月,a11b02/請問您這份工作做了多久了?__月,a11b02/請問您這份工作做了多久了?又__月,,,,
請問您這份工作做了多久了?又__月,,,,,a11b02/請問您這份工作做了多久了?又__月,,a11b01/請問您這份工作做了多久了?__年,,,,V
請問(他/她)目前的主要工作與97年1月的主要工作有何不同?雇主改變,,,,,a21b01/請問(他/她)目前的工作與95年1月的工作有何不同?雇主改變,a21b01/請問(他/她)目前的主要工作與96年1月的主要工作是否雇主改變,a21z01/請問(他/她)目前的主要工作與97年1月的主要工作有何不同?雇主改變,a21z01/請問(他/她)目前的主要工作與100年1月的主要工作有何不同(01) 雇主改變,,,
(他/她)這份工作的公司約有多少位員工(包含受訪者配偶本人)?,,,,,a24b01/(他/她)這份工作的工作地點是在那裡?,a24b01/(他/她)這份工作的工作地點是在那裡?,a24b01/(他/她)這份工作的工作地點是在那裡?,a24b01/(他/她)這份工作的工作地點是在那裡,a31b/(他/她)這份工作的公司約有多少位員工(包含受訪者配偶本人)?,,V
(他/她)這份工作的工作地點是在那裡?,,,,,a24b01/(他/她)這份工作的工作地點是在那裡?,a24b01/(他/她)這份工作的工作地點是在那裡?,a24b01/(他/她)這份工作的工作地點是在那裡?,a24b01/(他/她)這份工作的工作地點是在那裡,a31c01/(他/她)這份工作的工作地點是在那裡?,,
(他/她)這份工作的工作地點地區碼,,,,,a24b02/(他/她)這份工作的工作地點地區碼,,a24b02/(他/她)這份工作的工作地點地區碼,,a31c02/(他/她)這份工作的工作地點地區碼是?,,
平常(他/她)每天上下班(來回)總共需要__分鐘,,,,,a24c02/平常(他/她)每天上下班總共需要交通時間，約__分鐘(以最常用的交通工具為主),a24c02/平常(他/她)每天上下班總共需要交通時間約__分鐘,a24c02/若需要交通時間，約__分鐘(以最常用的交通工具為主),a24c02/平常(他/她)每天上下班(來回)總共需要__分鐘,,,
(他/她)這份工作收入是按小時，按日計酬?,,,,,a25a01/(他/她)這份工作收入是按小時，按日計酬支領收入?,a25a01/(他/她)這份工作收入是否按小時、按日計酬,a25c01/(他/她)這份工作收入是按小時，按日計酬?,,a32c01/(他/她)這份工作收入是按小時，按日計酬?,,V
(他/她)這份工作收入是按小時，按日計酬，每月平均約__元,,,,,a25a02/(他/她)這份工作收入是按小時，按日計酬，每月平均約__元,a25a02/(他/她)這份工作收入按小時、按日計酬，每月平均約__元,,,,,
請問(他/她)這份工作做了多久了?__年,,,,,a26b01/請問(他/她)這份工作做了多久了?__年,a26b01/請問(他/她)這份工作做了多久了?__年,a26b01/請問(他/她)這份工作做了多久了?__年,,,,V
